"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Fiji",18,"Kelp","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,0,0,11.7135675629082,19,10,91,41,15,32,28,21,22,43,24,0,0,NA
"Fiji",18,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3455516196589,44.284346799104,58.9660007172008,0,0,0,0,0,0,43.2695072977829,43.2836857777918,200.127024711201,233,253,220,269,126,90,117,119,99,175,135,0,0,0,0,0,NA
"Fiji",18,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,93,95,98,82,77
"Fiji",18,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.552652705926,1,491.71690109183,49,627.76880423777,15
"Fiji",18,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,457,351,109,307,0,536,1180,1280,830,1235,0,1026,1412,1695,1852,1837,1814,1244,782,1030,1127,1251,1088,981,900,486,341
"Fiji",18,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3455516196589,44.284346799104,58.9660007172008,0,0,0,0,0,0,43.2695072977829,43.2836857777918,200.127024711201,233,253,220,269,126,90,117,119,99,175,135,71,93,95,98,82,77
"Fiji",18,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,0,0,11.7135675629082,19,10,91,41,15,32,28,21,381.552652705926,44,515.71690109183,49,627.76880423777,15
"Finland",174,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,64,0,0,28,3,13,2,334,0,10310.2024914115,4,2,0,7587.77369744307,7,0,4,1,0,1,7,2148.8549517144,1472.33070724062,7,183,673,39,419,657,1117,322,2,1,1,109
"Finland",174,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,818.615793636243,733.06365918208,652.945356681041,16,4,10,1,3,1,0,0,0,0,1,1,6,7,10,5,8,8,10,6,1,3.93706098834021,3.93706098834021,8,2
"Finland",174,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,17,2,2,1,0,0,1,0,0,0,10,10,12,12,2,0,0,0,0,0,NA
"Finland",174,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,6,4,5,25
"Finland",174,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,64,0,0,28,3,39,2,1152.61579363624,733.06365918208,10963.1478480925,20,6,10,7588.77369744307,10,1,4,1,0,1,8,2149.8549517144,1478.33070724062,14,193,678,47,427,667,1123,323,5.93706098834021,4.93706098834021,9,111
"Finland",174,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,17,2,2,1,0,0,1,0,0,0,10,10,12,12,2,2,12,6,4,5,25
"France",179,"Agar agar nei","seaweeds",64,63,52,44,52,114,75,58,54,72,46,73,156,108,0,0,0,0,43,54,61,71,105,91,113,67,105,74,128,98,82,91,70,118,140,156,149,187,170,112,137,137
"France",179,"Fish body oils, nei","fish_oil",5001,5075,4816,6393,3626,4429,6325,5806,5805,8394,7673,8715,13261,13378,13736,10757,14883,20004,20050,20445,15058,16816,10043,13265,19068,19414,17632,18570,17131,16523,19616,20448,26071,14927,18409,12693,18827,16911,19039,23903,21215,23632
"France",179,"Fish liver oils, nei","fish_oil",344,300,157,165,356,308,359,503,485,417,792,924,1112,500,404,410,547,978,1483,754,739,701,642,713,587,266,321,342,213,125,359,312,238,269,755,667,360,437,1079,815,1218,1067
"France",179,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8402341686525,16,2.55559200539943,1.35597013320626,0.994894840548938,0.99319665340704,1.11129083477027,1.46896975314371,4,3.14266653793172,1,1.34238463607096,2,3,1.93625191717089,2,0,0,0,0,0,0
"France",179,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194,297,1320,507,358,477,409
"France",179,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,43,3,138,18,20,6,12,11,12,18,17,11,120,190,121,82,71,50,47,28,45,30,5
"France",179,"Natural sponges raw","sponges",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,20,12,22,54,43,29,46,44,34,32,35,28,31,40,31,101,21,19,22,16,23,18,19,27
"France",179,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,32.0807241283865,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35,42,67,78,75,66,67
"France",179,"Other seaweeds and aquatic plants and products thereof","seaweeds",1242,1257,107,142,1791,1840,2025,1796,1837,323,395,291,3930,1702,2333,2563,3260,9649,4092,2086,6255,5366,5997,5760,5898,4997,3911,2485,2079,2587,3331,5252,3603,2397,3354,2894,0,0,0,0,0,NA
"France",179,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406,1818,1621,2292,4446,4504
"France",179,"Z_TOTAL","fish_oil",5345,5375,4973,6558,3982,4737,6684,6309,6290,8811,8465,9639,14373,13878,14140,11167,15430,20982,21533,21199,15798.8402341687,17533,10687.5555920054,13979.3559701332,19655.9948948405,19680.9931966534,17954.1112908348,18913.4689697531,17348,16651.1426665379,19976,20761.3423846361,26311,15199,19165.9362519172,13362,19187,17348,20118,24718,22433,24699
"France",179,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,32.0807241283865,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35,42,67,78,75,66,67
"France",179,"Z_TOTAL","seaweeds",1306,1320,159,186,1843,1954,2100,1854,1891,395,441,364,4086,1810,2333,2563,3260,9649,4135,2140,6316,5437,6102,5851,6011,5064,4016,2559,2207,2685,3413,5343,3673,2515,3494,3050,1555,2005,1791,2404,4583,4641
"France",179,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194,297,1320,507,358,477,409
"France",179,"Z_TOTAL","sponges",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,39,55,25,192,61,49,52,56,45,44,53,45,42,160,221,222,103,90,72,63,51,63,49,32
"French Polynesia",147,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4319291990723,2,636,880
"French Polynesia",147,"Ornamental fish nei","ornamentals",1.26614503709931,1,1,1.53835004362594,1.62908504580147,1.71982004797701,1.71737414598405,0,1.89884415033515,0,0,0,0,0,2.6296159717254,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21,0,0,0,0,0,NA
"French Polynesia",147,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,29,21,14,12
"French Polynesia",147,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.552652705926,430.299962610938,491.71690109183,0,625.436211381748,NA
"French Polynesia",147,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,556,941,846,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879,2600,3045,2211,2144,1557,310
"French Polynesia",147,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4319291990723,2,636,880
"French Polynesia",147,"Z_TOTAL","ornamentals",1.26614503709931,1,1,1.53835004362594,1.62908504580147,1.71982004797701,1.71737414598405,0,1.89884415033515,0,0,0,0,0,2.6296159717254,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21,23,15,29,21,14,12
"French Polynesia",147,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.552652705926,430.299962610938,491.71690109183,0,625.436211381748,0
"French Polynesia",147,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,556,941,846,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879,2600,3045,2211,2144,1557,310
"Georgia",74,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,383,0,439,671,0,1593,1170,186,3296,4058,3550,3898,4250
"Georgia",74,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,383,0,439,671,0,1593,1170,186,3296,4058,3550,3898,4250
"Germany",176,"Agar agar nei","seaweeds",45,35,58,72,63,50,52,82,116,73,65,112,134,269,0,0,0,0,247,170,244,327,296,373,416,423,656,517,527,634,644,394,652,610,860,618,404,521,606,659,672,533
"Germany",176,"Fish body oils, nei","fish_oil",5743,4369,6152,3175,3064,4369,4079,3964,3243,2006,2583,2747,6200,11118,5480,7178,8564,3432,3747,16277,4355,3092,5911,3009,1666,5999,6603,7198,8958,4476,7440,8407,9349,8773,11428,10375,10603,10909,11004,11695,15075,14019
"Germany",176,"Fish liver oils, nei","fish_oil",1085,491,264,421,410,244,220,127,117,83,81,33,252,193,450,220,138,118,172,149,161,143,108,48,80,153,217,259,334,271,303,351,313,339,381,437,442,364,521,413,315,225
"Germany",176,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,2,1,4,1.2327813904173,1.2310832032754,8,7,5,13,0,11,0,1,2,1,1.06897749978282,3,4,0,NA
"Germany",176,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350,356,328,365,466,450,402
"Germany",176,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,4,1,3,2,3,7,4,3,1,17,3,12,7.1509934105981,2,8,21,10,18,14,25,24
"Germany",176,"Natural sponges raw","sponges",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,5.98087016423204,1,2.0611008835487,4.21672376014498,3.94744179273633,1.66309805354893,0.539976352335714,0.236540795574882,2.42631726152335,0.278587879744677,0.86314564614058,1.00370675095811,0.939346319662555,0.362682048084267,0.810625457071438,3.17116986978081,1,1.67630543310241,3.01224216524632,2,0.970920298932995,1.04317422504617,0.329895596059153,0
"Germany",176,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3,2,2,3,4,2,2
"Germany",176,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,22,42,40,47,69,144,97,164,127,132,111,124,91,81,84,146,130,140,161,262,127,223,285,0,0,0,0,0,NA
"Germany",176,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,209,250,233,706,1070
"Germany",176,"Z_TOTAL","fish_oil",6828,4860,6416,3596,3474,4613,4299,4091,3360,2089,2664,2780,6452,11311,5930,7398,8702,3550,3919,16429,4516,3236,6021,3058,1750,6153.23278139042,6821.23108320328,7465,9299,4752,7756,8758,9673,9112,11810,10814,11046,11274.0689774998,11528,12112,15390,14244
"Germany",176,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3,2,2,3,4,2,2
"Germany",176,"Z_TOTAL","seaweeds",45,35,58,72,63,50,52,82,116,73,65,112,175,291,42,40,47,69,391,267,408,454,428,484,540,514,737,601,673,764,784,555,914,737,1083,903,491,730,856,892,1378,1603
"Germany",176,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350,356,328,365,466,450,402
"Germany",176,"Z_TOTAL","sponges",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,11.980870164232,3,3.0611008835487,8.21672376014498,4.94744179273633,4.66309805354893,2.53997635233571,3.23654079557488,9.42631726152335,4.27858787974468,3.86314564614058,2.00370675095811,17.9393463196626,3.36268204808427,12.8106254570714,10.3221632803789,3,9.67630543310241,24.0122421652463,12,18.970920298933,15.0431742250462,25.3298955960592,24
"Ghana",106,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,20,0,34,135,43,30,13,0,295
"Ghana",106,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,47,68,22,23,5,0,0,0,NA
"Ghana",106,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,26,0,15.5656767063506,15,0,0,0,0,0,0,0,1,19,44,0,0,2,1,2,0,NA
"Ghana",106,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,32,67,68,56,158,48,30,13,0,295
"Ghana",106,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,26,0,15.5656767063506,15,0,0,0,0,0,0,0,1,19,44,0,0,2,1,2,0,0
"Greece",80,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8805219561773,87.6773124140573,84.7305382819795,0,0,0,0,11,65.8104556743074,0,0,0,0,0,0,43.986338169565,40.8686070974591,0,0,0,28.525900514056,0,22.1622206648226,19.0444895927167,0,13.1082020935546,9.77677484641208,0,0,0,0
"Greece",80,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,0,0,125,3.55331038800303,3,335,0,3.55331038800303,150,74
"Greece",80,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.793357913968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,4,4,6,2,0.31021097937736
"Greece",80,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78,96,143,495,118,202,41
"Greece",80,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,423,280,362,82,51,243,161,195,149,216,26,21,37,195,129,27,12,24,12,10,11,9,9
"Greece",80,"Natural sponges raw","sponges",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,3,1,3.86750149624754,1,2,2,6,6,2,3,14,15,1,4,1,1,1,2,2,4,4,6,5,6
"Greece",80,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.729531828823,0,43,2,0,10,74,243,298,102,115,297,13,133.685454872808,31,303,220.026818885301,184,171.818226975263,709,38,0,0,0,0,0,NA
"Greece",80,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,0,0,0,0,0,0,0,0,0,1,63.923350503228,2,45.9023179955657,37.885543367076,1,1,3,2.24097500188145,1,0,11,3,0,0,0,0,0,NA
"Greece",80,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,12,2,3
"Greece",80,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,193.793357913968,0,40,0,0,271,0,21,41,0,1,1,1,0,125,9.55331038800303,7,339,4,9.55331038800303,152,74.3102109793774
"Greece",80,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.729531828823,0,43,2,0,10,74,243,298,102,115,297,13,133.685454872808,31,303,220.026818885301,184,171.818226975263,709,38,0,0,0,0,0,0
"Greece",80,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8805219561773,109.677312414057,114.73053828198,0,0,0,0,11,65.8104556743074,0,0,0,1,63.923350503228,2,89.8886561651307,78.7541504645351,1,1,3,30.7668755159375,1,22.1622206648226,30.0444895927167,3,15.1082020935546,11.7767748464121,2,12,2,3
"Greece",80,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78,96,143,495,118,202,41
"Greece",80,"Z_TOTAL","sponges",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,21,424,283.867501496248,363,84,53,249,167,197,152,230,41,22,41,196,130,28,14,26,16,14,17,14,15
"Guatemala",136,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,44,0,731.999877783761,96,0,11,3,40,0,0,0,0,20,0
"Guatemala",136,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,2,1,0,0,0,0,0,0,0,0,1,0.286154647040695,1,2,NA
"Guatemala",136,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
"Guatemala",136,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,21,2,45,0,731.999877783761,96,0,11,3,40,0,1,0.286154647040695,1,22,0
"Guatemala",136,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
"Guyana",167,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.693570120465,124.427863598072,123.81825519816,0,0,0,0,118.462408042237,109.026457114493,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9,4,0,1,6,4,13
"Guyana",167,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.693570120465,124.427863598072,123.81825519816,0,0,0,0,118.462408042237,109.026457114493,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9,4,0,1,6,4,13
"Haiti",114,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,134,207,204,320,266,215,145,158,113,78,40,39,35,14,47,38,39,13,30
"Haiti",114,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61119313920506,1,0,1,24,0,0,0,0,0,0,0,21,22,2,44,14,NA
"Haiti",114,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5934458602524,51.907400383685,318.386059308028,211.426414398536,110.623816792398,106.995487495709,87.3052956685329,67.0797084236737,91.8273362641796,59.8230498302962,54.8562319894001,80.4069529564304,112.917814353339,149.71183909171,109.1412259749,102.300524172114,0,0,0,0,0,NA
"Haiti",114,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.3368274559064,6.91064775356503,6.53969210709084,8.3598567431072,11.2601510958443,15.0862709200563
"Haiti",114,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,72,35,24,0,NA
"Haiti",114,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,134,207,204,320,266,215,145,158,113,78,40,39,35,14,47,38,39,13,30
"Haiti",114,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5934458602524,51.907400383685,318.386059308028,211.426414398536,110.623816792398,106.995487495709,87.3052956685329,67.0797084236737,91.8273362641796,59.8230498302962,54.8562319894001,80.4069529564304,112.917814353339,149.71183909171,109.1412259749,102.300524172114,10.3368274559064,6.91064775356503,6.53969210709084,8.3598567431072,11.2601510958443,15.0862709200563
"Haiti",114,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61119313920506,1,0,1,24,0,0,0,1,2,0,1,23,94,37,68,14,0
"Honduras",133,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,25,40,56,6,224,43,0,0,138,118,237,16,84,0,22,42
"Honduras",133,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,25,40,56,6,224,43,0,0,138,118,237,16,84,0,22,42
"Iceland",143,"Capelin oil","fish_oil",22714,66736,68486,87433,80703,76807,33984,55,53895,122425,96629,79187,99342,53696,62986,28497,59779,98395,76562,68385,107845,105387,75000,74605,68242,88391,59294,104390,46091,29277,16126,9042,12040,8894,9878,21904,33631,21616,7878,9903,11996,10057
"Iceland",143,"Cod liver oil","fish_oil",2049,2846,2487,2555,2687,1866,2330,3113,3765,2229,2930,2769,1518,1268,1447,1764,2338,1836,1075,1361,1698,1605,1504,1734,1738,1592,1774,1798,2117,1430,1196,1777,1789,2901,3387,3712,3948,2756,2385,2334,2169,2735
"Iceland",143,"Fish body oils, nei","fish_oil",3680,1420,1074,857,310,347,908,567,339,1,3,256,194,0,0,0,745,1357,2288,353,675,694,177,2075,1075,2063,578,18960,9975,5831,5342,8940,7232,15131,13447,17787,11063,16121,15662,15514,15076,14815
"Iceland",143,"Fish liver oils, nei","fish_oil",124,0,0,0,0,0,0,0,0,0,10,1,0,1,31,0,17,1,1,2,102,76,6,47,5,64,12,62,77,67,223,163,199,132,241,253,290,225,112,120,96,1380
"Iceland",143,"Herring oil","fish_oil",57,0,196,500,0,311,163,1581,413,110,248,0,409,1527,2277,1650,9607,11773,9507,21107,28746,23868,13253,9272,7473,8998,4640,4678,7994,12293,19182,41545,32583,57882,31713,16570,9987,18142,10169,9570,12885,18627
"Iceland",143,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,902,3708,1759,2772,10175,6153,7244,4723,5904,5454,3298,24,0,0,0,0,0,NA
