"rgn_id","rgn_name","product","year","tonnes","usd","tonnes_orig","usd_orig","tonnes_peak","tonnes_rel"
18,"Fiji","corals",2006,1699,4707,1837,5374,1799.5,0.944151153098083
18,"Fiji","corals",2007,1799.5,5142,1814,5090,1799.5,1
18,"Fiji","corals",2008,1686.75,4600.5,1244,2934,1799.5,0.937343706585163
18,"Fiji","corals",2009,1419.25,3690.25,782,1363,1799.5,0.788691303139761
18,"Fiji","corals",2010,1217.5,2801,1030,1817,1799.5,0.67657682689636
18,"Fiji","corals",2011,1045.75,2062.75,1127,2137,1799.5,0.581133648235621
18,"Fiji","corals",2012,1047.5,1923.5,1251,2377,1799.5,0.58210614059461
18,"Fiji","corals",2013,1124,2283.25,1088,2802,1799.5,0.624617949430397
18,"Fiji","corals",2014,1111.75,2583.75,981,3019,1799.5,0.617810502917477
18,"Fiji","corals",2015,1055,2677.5,900,2512,1799.5,0.586273964990275
18,"Fiji","corals",2016,863.75,2453.25,486,1480,1799.5,0.479994442900806
18,"Fiji","corals",2017,677,2151.25,341,1594,1799.5,0.376215615448736
20,"South Korea","corals",1988,2,6,2,6,161.098755198866,0.0124147452134632
20,"South Korea","corals",1989,71.6757147279241,7.5,141.351429455848,9,161.098755198866,0.444917868170025
20,"South Korea","corals",1990,47.783809818616,5,0,0,161.098755198866,0.29661191211335
20,"South Korea","corals",1991,35.837857363962,3.75,0,0,161.098755198866,0.222458934085013
20,"South Korea","corals",1992,35.337857363962,2.25,0,0,161.098755198866,0.219355247781647
20,"South Korea","corals",1993,56.0009311511312,0.25,224.003724604525,1,161.098755198866,0.347618645978995
20,"South Korea","corals",1994,56.0009311511312,0.25,0,0,161.098755198866,0.347618645978995
20,"South Korea","corals",1995,122.556206084833,0.75,266.221099734808,2,161.098755198866,0.760752036435949
20,"South Korea","corals",1996,122.556206084833,0.75,0,0,161.098755198866,0.760752036435949
20,"South Korea","corals",1997,66.5552749337021,0.5,0,0,161.098755198866,0.413133390456954
20,"South Korea","corals",1998,66.5552749337021,0.5,0,0,161.098755198866,0.413133390456954
20,"South Korea","corals",1999,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2000,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2001,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2002,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2003,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2004,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2005,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2006,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2007,0,0,0,0,161.098755198866,0
20,"South Korea","corals",2008,0.5,1.25,2,5,161.098755198866,0.00310368630336581
20,"South Korea","corals",2009,140.623751767116,1.75,560.495007068464,2,161.098755198866,0.872904024575023
20,"South Korea","corals",2010,140.623751767116,1.75,0,0,161.098755198866,0.872904024575023
20,"South Korea","corals",2011,140.623751767116,1.75,0,0,161.098755198866,0.872904024575023
20,"South Korea","corals",2012,140.123751767116,0.5,0,0,161.098755198866,0.869800338271657
20,"South Korea","corals",2013,161.098755198866,0.25,644.395020795462,1,161.098755198866,1
20,"South Korea","corals",2014,161.098755198866,0.25,0,0,161.098755198866,1
20,"South Korea","corals",2015,161.098755198866,0.25,0,0,161.098755198866,1
20,"South Korea","corals",2016,161.098755198866,0.25,0,0,161.098755198866,1
20,"South Korea","corals",2017,0,0,0,0,161.098755198866,0
21,"North Korea","corals",1990,49,290,49,290,706.25,0.0693805309734513
21,"North Korea","corals",1991,24.5,145,0,0,706.25,0.0346902654867257
21,"North Korea","corals",1992,16.3333333333333,96.6666666666667,0,0,706.25,0.0231268436578171
21,"North Korea","corals",1993,12.25,72.5,0,0,706.25,0.0173451327433628
21,"North Korea","corals",1994,0,0,0,0,706.25,0
21,"North Korea","corals",1995,0,0,0,0,706.25,0
21,"North Korea","corals",1996,0,0,0,0,706.25,0
21,"North Korea","corals",1997,0,0,0,0,706.25,0
21,"North Korea","corals",1998,9,1.25,36,5,706.25,0.0127433628318584
21,"North Korea","corals",1999,40.25,3.5,125,9,706.25,0.0569911504424779
21,"North Korea","corals",2000,53.25,5.75,52,9,706.25,0.0753982300884956
21,"North Korea","corals",2001,65.75,8,50,9,706.25,0.0930973451327434
21,"North Korea","corals",2002,82.5,11,103,17,706.25,0.116814159292035
21,"North Korea","corals",2003,99.75,19.25,194,42,706.25,0.141238938053097
21,"North Korea","corals",2004,170,26.75,333,39,706.25,0.24070796460177
21,"North Korea","corals",2005,514,57.5,1426,132,706.25,0.727787610619469
21,"North Korea","corals",2006,644,69.75,623,66,706.25,0.911858407079646
21,"North Korea","corals",2007,706.25,73.5,443,57,706.25,1
21,"North Korea","corals",2008,682.75,72.75,239,36,706.25,0.966725663716814
21,"North Korea","corals",2009,431.5,51.25,421,46,706.25,0.610973451327434
21,"North Korea","corals",2010,399,45.75,493,44,706.25,0.564955752212389
21,"North Korea","corals",2011,421.5,52.5,533,84,706.25,0.596814159292035
21,"North Korea","corals",2012,373.75,48.5,48,20,706.25,0.529203539823009
21,"North Korea","corals",2013,326.25,61,231,96,706.25,0.461946902654867
21,"North Korea","corals",2014,321.5,98,474,192,706.25,0.455221238938053
21,"North Korea","corals",2015,325,131.75,547,219,706.25,0.460176991150442
21,"North Korea","corals",2016,515,205.5,808,315,706.25,0.729203539823009
21,"North Korea","corals",2017,567.25,222.5,440,164,706.25,0.803185840707965
25,"Thailand","corals",1994,2,6,2,6,77.5650573384755,0.0257848065691807
25,"Thailand","corals",1995,1,3,0,0,77.5650573384755,0.0128924032845903
25,"Thailand","corals",1996,0.666666666666667,2,0,0,77.5650573384755,0.00859493552306023
25,"Thailand","corals",1997,77.5650573384755,2,308.260229353902,2,77.5650573384755,1
25,"Thailand","corals",1998,77.3150573384755,1,1,2,77.5650573384755,0.996776899178852
25,"Thailand","corals",1999,77.3150573384755,1,0,0,77.5650573384755,0.996776899178852
25,"Thailand","corals",2000,77.3150573384755,1,0,0,77.5650573384755,0.996776899178852
25,"Thailand","corals",2001,0.25,0.5,0,0,77.5650573384755,0.00322310082114759
25,"Thailand","corals",2002,0,0,0,0,77.5650573384755,0
25,"Thailand","corals",2003,0,0,0,0,77.5650573384755,0
25,"Thailand","corals",2004,0,0,0,0,77.5650573384755,0
25,"Thailand","corals",2005,5.25,5.25,21,21,77.5650573384755,0.0676851172440993
25,"Thailand","corals",2006,19.75,33.5,58,113,77.5650573384755,0.254624964870659
25,"Thailand","corals",2007,60.25,59.5,162,104,77.5650573384755,0.776767297896568
25,"Thailand","corals",2008,60.5,60,1,2,77.5650573384755,0.779990398717716
25,"Thailand","corals",2009,55.25,55,0,1,77.5650573384755,0.712305281473616
25,"Thailand","corals",2010,42.75,35.75,8,36,77.5650573384755,0.551150240416237
25,"Thailand","corals",2011,2.25,10.5,0,3,77.5650573384755,0.0290079073903283
25,"Thailand","corals",2012,2.75,10.75,3,3,77.5650573384755,0.0354541090326234
25,"Thailand","corals",2013,16.5,31.25,55,83,77.5650573384755,0.212724654195741
25,"Thailand","corals",2014,22.25,36.75,31,58,77.5650573384755,0.286855973082135
25,"Thailand","corals",2015,25.5,38.25,13,9,77.5650573384755,0.328756283757054
25,"Thailand","corals",2016,31.25,43.5,26,24,77.5650573384755,0.402887602643448
25,"Thailand","corals",2017,24,28.75,26,24,77.5650573384755,0.309417678830168
37,"Mauritius","corals",1994,245.023289414072,1,245.023289414072,1,245.023289414072,1
37,"Mauritius","corals",1995,134.011644707036,2.5,23,4,245.023289414072,0.546934313989091
37,"Mauritius","corals",1996,185.028569482412,2,287.062419033165,1,245.023289414072,0.755146867568688
37,"Mauritius","corals",1997,138.771427111809,1.5,0,0,245.023289414072,0.566360150676516
37,"Mauritius","corals",1998,159.835553299154,1.75,329.279794163449,2,245.023289414072,0.652328003927182
