"rgn_id","fao_id","RAM_area_m2","stockid","stocklong"
162,81,112483710694.34,"OROUGHYNWCR","Orange roughy Northwest Chatham Rise"
218,67,91989161873.2107,"PERCHQCI","Pacific Ocean perch Haida Gwaii"
